id,name_series,airing_date 
45311,White Christmas                                                                                                                                       ,2011-01-30
59366,Scandal: A Shocking and Wrongful Incident                                                                                                             ,2013-06-29
43802,Bichunmoo                                                                                                                                             ,2008-02-01
127828,Legend Hero Samgugjeon                                                                                                                                ,2016-03-02
47273,Obstetrics and Gynecology Doctors                                                                                                                     ,2010-02-03
36842,First Love                                                                                                                                            ,1996-09-09
65617,Choco Bank                                                                                                                                            ,2016-02-15
65354,Puck                                                                                                                                                  ,2016-01-01
40962,Road No. 1                                                                                                                                            ,2010-07-23
61860,Maids                                                                                                                                                 ,2014-12-12
13946,Thank You                                                                                                                                             ,2007-03-21
42299,Legend of the Patriots                                                                                                                                ,2010-06-19
197828,Stock Struck                                                                                                                                          ,2022-08-12
44208,Possessed                                                                                                                                             ,2009-08-05
74997,Robber                                                                                                                                                ,2008-01-02
107692,Mr. Heart                                                                                                                                             ,2020-09-18
64206,My Heart Twinkle Twinkle                                                                                                                              ,2015-01-17
40257,Bad Love                                                                                                                                              ,2007-12-03
68653,My Fair Lady                                                                                                                                          ,2016-11-16
45073,"I Do, I Do                                                                                                                                            ",2012-05-30
46527,Bachelor's Vegetable Store                                                                                                                            ,2011-12-21
83202,How Long I've Kissed                                                                                                                                  ,2012-02-29
46559,Home Sweet Home                                                                                                                                       ,2010-10-27
36209,Terms of Endearment                                                                                                                                   ,2004-03-20
77178,The Story of Kang Gu                                                                                                                                  ,2014-03-29
61149,Her Lovely Heels                                                                                                                                      ,2014-02-24
2943,Delicious Proposal                                                                                                                                    ,2001-02-07
93040,Miss Lee                                                                                                                                              ,2019-09-25
61173,You Are All Surrounded                                                                                                                                ,2014-05-07
82740,"Jang Geum, Oh My Grandma                                                                                                                              ",2018-10-11
65791,My Little Baby                                                                                                                                        ,2016-03-05
42384,Ojakgyo Family                                                                                                                                        ,2011-08-06
127375,On the Verge of Insanity                                                                                                                              ,2021-06-23
620,Empress Myeongseong                                                                                                                                   ,2001-05-09
14023,Sweet 18                                                                                                                                              ,2004-01-19
64195,The Awl                                                                                                                                               ,2015-10-24
99493,Sweet Munchies                                                                                                                                        ,2020-05-25
4088,Wonderful Life                                                                                                                                        ,2005-03-07
111909,My Fuxxxxx Romance                                                                                                                                    ,2020-10-11
42058,Brain                                                                                                                                                 ,2011-11-14
46560,The Devil                                                                                                                                             ,2007-03-20
21148,Air City                                                                                                                                              ,2007-05-19
68042,Invincible Parachute Agent                                                                                                                            ,2006-09-06
14527,Sandglass                                                                                                                                             ,1995-01-09
46561,Spotlight                                                                                                                                             ,2008-05-14
8418,Get Karl! Oh Soo Jung                                                                                                                                 ,2007-07-28
31598,The Return of Iljimae                                                                                                                                 ,2009-01-21
64478,Imaginary Cat                                                                                                                                         ,2015-11-24
128847,Yellow Handkerchief                                                                                                                                   ,2003-02-03
15570,Hotelier                                                                                                                                              ,2001-04-04
58313,Goodbye Solo                                                                                                                                          ,2006-03-01
114195,WISH YOU: Your Melody From My Heart                                                                                                                   ,2020-12-04
60144,Ballad of Seo-dong                                                                                                                                    ,2005-09-05
118682,Eyes of Dawn                                                                                                                                          ,1991-10-07
40419,Temptation of an Angel                                                                                                                                ,2009-10-12
5374,Sang Doo! Let's Go to School                                                                                                                          ,2003-09-15
86051,Trap                                                                                                                                                  ,2019-02-09
63198,Assembly                                                                                                                                              ,2015-07-15
70028,Here Comes Robo KDI-109!                                                                                                                              ,2017-02-01
31891,"Que Sera, Sera                                                                                                                                        ",2007-03-17
68425,Women's Secret                                                                                                                                        ,2016-08-28
1162,Which Star Are You From?                                                                                                                              ,2006-03-10
75455,Happy Sisters                                                                                                                                         ,2017-12-03
156038,I Have Not Done My Best                                                                                                                               ,2022-02-18
75481,The Most Beautiful Goodbye                                                                                                                            ,2017-12-09
61486,The Greatest Marriage                                                                                                                                 ,2014-09-27
38853,Bad Couple                                                                                                                                            ,2007-06-02
42524,History of the Salaryman                                                                                                                              ,2012-01-02
66440,Working Mom Parenting Daddy                                                                                                                           ,2016-05-09
61730,Detectives of Seonam Girls' High School                                                                                                               ,2014-12-16
158149,Oh! Boarding House                                                                                                                                    ,2022-02-22
73097,Single Wife                                                                                                                                           ,2017-08-23
40239,The Princess' Man                                                                                                                                     ,2011-07-20
106228,When I Was the Most Beautiful                                                                                                                         ,2020-08-19
136861,Bite Sisters                                                                                                                                          ,2021-10-19
117878,You Make Me Dance                                                                                                                                     ,2021-02-26
64176,The Woman Who Married Three Times                                                                                                                     ,2013-11-09
133753,PENG                                                                                                                                                  ,2021-10-07
116996,Replay: The Moment When It Starts Again                                                                                                               ,2021-01-26
59789,Partner                                                                                                                                               ,2009-06-24
14175,Beautiful Days                                                                                                                                        ,2001-03-14
107393,Twenty-Twenty                                                                                                                                         ,2020-08-15
35448,Kim Soo Ro                                                                                                                                            ,2010-05-29
48705,A Hundred Year Legacy                                                                                                                                 ,2013-01-05
98764,Hello Dracula                                                                                                                                         ,2020-02-17
14184,Sweet Spy                                                                                                                                             ,2005-11-07
43945,Syndrome                                                                                                                                              ,2012-02-13
14452,Prince Hours                                                                                                                                          ,2007-01-10
30735,Dream                                                                                                                                                 ,2009-07-27
130014,Genesis                                                                                                                                               ,2021-06-18
23410,Shin Don                                                                                                                                              ,2005-09-24
46581,Secret Investigation Record                                                                                                                           ,2010-08-20
66580,Jeong Do Jeon                                                                                                                                         ,2014-01-04
92930,Tong: Memories                                                                                                                                        ,2016-07-22
43331,Paradise Ranch                                                                                                                                        ,2011-01-24
61721,Mr. Back                                                                                                                                              ,2014-11-05
69156,Game Development Girls                                                                                                                                ,2016-07-25
97041,How Are U Bread                                                                                                                                       ,2020-01-17
72800,Man Who Dies to Live                                                                                                                                  ,2017-07-19
18468,Loveholic                                                                                                                                             ,2005-05-02
1677,Love Letter                                                                                                                                           ,2003-02-10
195745,Cleaning Up                                                                                                                                           ,2022-06-04
63308,Last                                                                                                                                                  ,2015-07-24
137215,IDOL: The Coup                                                                                                                                        ,2021-11-08
65841,Page Turner                                                                                                                                           ,2016-03-26
130513,The Tasty Florida                                                                                                                                     ,2021-09-24
5208,Smile Again                                                                                                                                           ,2006-05-17
63738,We Broke Up                                                                                                                                           ,2015-06-29
57557,Wang’s Family                                                                                                                                         ,2013-08-31
11358,Goodbye My Love                                                                                                                                       ,1999-09-01
66715,Baek Hee Has Returned                                                                                                                                 ,2016-06-06
38934,Creating Destiny                                                                                                                                      ,2009-10-10
62778,Beyond the Clouds                                                                                                                                     ,2014-02-17
16716,The Last Scandal of My Life                                                                                                                           ,2008-03-08
12081,Delightful Girl Choon-Hyang                                                                                                                           ,2005-01-03
12938,Lobbyist                                                                                                                                              ,2007-10-10
103031,Mothers                                                                                                                                               ,2020-05-04
87336,I Hate You Juliet                                                                                                                                     ,2019-02-14
14317,"Be Strong, Geum-soon!                                                                                                                                 ",2005-02-14
42986,Romance Town                                                                                                                                          ,2011-05-11
75900,The Scale of Providence                                                                                                                               ,2008-08-29
36741,Fashion 70's                                                                                                                                          ,2005-05-23
46569,Resurrection                                                                                                                                          ,2005-06-01
66095,Tomorrow Boy                                                                                                                                          ,2016-03-28
138481,A Superior Day                                                                                                                                        ,2022-03-13
44330,Gloria                                                                                                                                                ,2010-07-31
40536,Poseidon                                                                                                                                              ,2011-09-19
63823,Aftermath                                                                                                                                             ,2014-01-06
95323,Mon ChouChou Global House                                                                                                                             ,2019-11-10
44200,Fermentation Family                                                                                                                                   ,2011-12-07
40118,Strongest Chil-woo                                                                                                                                    ,2008-06-17
44894,The Man from the Equator                                                                                                                              ,2012-03-21
59603,Birth Secret                                                                                                                                          ,2013-04-27
129673,Peach of Time                                                                                                                                         ,2021-08-30
121759,Nobleman Ryu’s Wedding                                                                                                                                ,2021-04-15
17480,Bad Family                                                                                                                                            ,2006-03-22
64212,The Family Is Coming                                                                                                                                  ,2015-01-03
33701,I Am Legend                                                                                                                                           ,2010-08-02
119583,Scripting Your Destiny                                                                                                                                ,2021-03-26
75552,Part-Time Idol                                                                                                                                        ,2017-11-27
71837,Unknown Woman                                                                                                                                         ,2017-04-24
31607,Family's Honor                                                                                                                                        ,2008-10-11
95015,The Witch Store                                                                                                                                       ,2019-09-10
73780,Somehow 18                                                                                                                                            ,2017-08-28
66237,Ready for Start                                                                                                                                       ,2016-01-25
195840,Blueming                                                                                                                                              ,2022-03-31
137471,Show Window: Queen's House                                                                                                                            ,2021-11-29
137195,Tale of the Nine Tailed: An Unfinished Story                                                                                                          ,2020-10-26
135657,A DeadbEATs Meal                                                                                                                                      ,2021-12-10
104246,CHIP-IN                                                                                                                                               ,2020-07-22
82722,After the Rain                                                                                                                                        ,2018-09-26
77705,I'm Sorry Kang Nam-Goo                                                                                                                                ,2016-12-19
31170,Drama City                                                                                                                                            ,1984-11-30
201859,Love Class                                                                                                                                            ,2022-05-13
44389,The Musical                                                                                                                                           ,2011-09-02
31118,Gourmet                                                                                                                                               ,2008-06-17
99917,The Temperature of Language: Our Nineteen                                                                                                             ,2020-02-13
32384,Strange Heroes                                                                                                                                        ,2009-11-18
5057,Fox with Nine Tails                                                                                                                                   ,2004-07-19
46523,Jejoongwon                                                                                                                                            ,2010-01-04
91302,Dating Class                                                                                                                                          ,2019-05-10
59046,Marry Him If You Dare                                                                                                                                 ,2013-10-14
197083,New Recruit                                                                                                                                           ,2022-07-22
109464,Dalgona                                                                                                                                               ,2020-09-09
52725,Romance                                                                                                                                               ,2002-05-08
14030,Golden Apple                                                                                                                                          ,2005-11-16
31618,He Who Can't Marry                                                                                                                                    ,2009-06-15
36294,Lovers in Prague                                                                                                                                      ,2005-09-24
42339,Queen Insoo                                                                                                                                           ,2011-12-03
68671,Touching You                                                                                                                                          ,2016-07-04
38855,When It's At Night                                                                                                                                    ,2008-06-23
155535,Kill Heel                                                                                                                                             ,2022-03-09
69417,Twenty Years Old                                                                                                                                      ,2014-01-06
80024,Secret Queen Makers                                                                                                                                   ,2018-06-04
154205,Heart Way                                                                                                                                             ,2021-12-27
31229,City Hall                                                                                                                                             ,2009-04-29
39085,Detectives in Trouble                                                                                                                                 ,2011-03-07
44656,Goodbye Dear Wife                                                                                                                                     ,2012-05-07
37314,Doctor Kkaeng                                                                                                                                         ,2006-04-05
42591,Soulmate                                                                                                                                              ,2006-03-13
13998,Coma                                                                                                                                                  ,2006-07-21
98104,Happy Ending                                                                                                                                          ,2012-04-23
46529,Can Love Become Money?                                                                                                                                ,2012-03-03
72271,Another Parting                                                                                                                                       ,2014-02-17
35972,Shining Days                                                                                                                                          ,2004-02-11
82927,Twelve Nights                                                                                                                                         ,2018-10-12
69929,Star of the Universe                                                                                                                                  ,2017-01-26
157313,"First Love, Again                                                                                                                                     ",2022-02-11
59052,Unemployed Romance                                                                                                                                    ,2013-10-05
98079,Love Again                                                                                                                                            ,2012-04-25
31371,Style                                                                                                                                                 ,2009-08-01
3565,My Love Patzzi                                                                                                                                        ,2002-08-26
106697,Lonely Enough to Love!                                                                                                                                ,2020-08-11
51898,Nail Shop Paris                                                                                                                                       ,2013-05-03
61006,Korean Ghost Stories                                                                                                                                  ,2008-08-06
43170,Someday                                                                                                                                               ,2006-11-11
37061,Truth                                                                                                                                                 ,2000-01-05
126782,Next Door Witch J                                                                                                                                     ,2021-06-04
35389,The Great Merchant                                                                                                                                    ,2010-03-06
11346,Attic Cat                                                                                                                                             ,2003-06-02
117998,Dear My Name                                                                                                                                          ,2019-11-21
47321,All About My Romance                                                                                                                                  ,2013-04-04
12534,I Really Really Like You                                                                                                                              ,2006-04-08
37149,3 Leaf Clover                                                                                                                                         ,2005-01-17
55015,General Hospital 2                                                                                                                                    ,2008-11-19
13978,Fireworks                                                                                                                                             ,2006-05-13
78850,Lady Storm                                                                                                                                            ,2014-12-01
18513,Single Dad in Love                                                                                                                                    ,2008-02-18
59861,Call of the Country                                                                                                                                   ,2010-05-10
122098,Summer Guys                                                                                                                                           ,2021-03-30
30132,Into the Sunlight                                                                                                                                     ,1999-10-27
74065,The Secret of My Love                                                                                                                                 ,2017-09-18
64327,The Secret Message                                                                                                                                    ,2015-11-02
12486,Papa                                                                                                                                                  ,1996-01-13
12046,Piano                                                                                                                                                 ,2001-11-21
91825,Everything and Nothing                                                                                                                                ,2019-08-05
76255,Yeonnam-dong 539                                                                                                                                      ,2018-01-11
113709,"No, Thank You                                                                                                                                         ",2020-11-21
75394,Someone You Might Know                                                                                                                                ,2017-07-31
70414,Jeong Yak Yong                                                                                                                                        ,2009-11-27
74948,Last Minute Romance                                                                                                                                   ,2017-10-23
133873,Jinx                                                                                                                                                  ,2021-10-06
111534,Amanza                                                                                                                                                ,2020-09-01
135169,The Moment the Heart Shines                                                                                                                           ,2021-09-28
114124,"Breakup Probation, A Week                                                                                                                             ",2020-12-09
76196,Heaven's Garden                                                                                                                                       ,2011-12-03
127735,4 Reasons Why I Hate X-Mas                                                                                                                            ,2019-12-07
67740,28 Faces of the Moon                                                                                                                                  ,2016-06-16
154054,Love & Wish                                                                                                                                           ,2021-12-01
30961,Star's Echo                                                                                                                                           ,2004-01-30
69423,9 Seconds: Eternal Time                                                                                                                               ,2015-09-30
5510,Wedding                                                                                                                                               ,2005-08-23
138294,Find Me If You Can                                                                                                                                    ,2021-11-09
93001,Merchant                                                                                                                                              ,2001-10-15
70411,Im Kkeok Jeong                                                                                                                                        ,1996-11-10
46548,I Love You                                                                                                                                            ,2008-04-07
78011,Amnok River Flows                                                                                                                                     ,2008-11-04
76956,Short                                                                                                                                                 ,2018-02-12
203774,New Normal Zine                                                                                                                                       ,2022-06-10
5710,We Are Dating Now                                                                                                                                     ,2002-01-16
137941,Touch Me If You Can                                                                                                                                   ,2020-11-05
70156,West Palace                                                                                                                                           ,1995-07-03
55010,Freeze                                                                                                                                                ,2006-10-27
92605,The Cravings                                                                                                                                          ,2013-11-17
153821,Propose                                                                                                                                               ,1997-06-09
82423,Ping Pong Ball                                                                                                                                        ,2018-09-17
6684,Marrying A Millionaire                                                                                                                                ,2005-11-26
59865,"Smile, Mom                                                                                                                                            ",2010-11-10
83011,Magic Cellphone                                                                                                                                       ,2016-07-13
82276,This Is Living                                                                                                                                        ,2014-10-11
196420,≥75℃                                                                                                                                                  ,2019-12-10
66410,Snow Lotus                                                                                                                                            ,2015-05-11
24242,Women of the Sun                                                                                                                                      ,2008-05-28
93493,Birthday Letter                                                                                                                                       ,2019-09-11
35177,Punch                                                                                                                                                 ,2003-10-08
124190,Society Obsessed with Love                                                                                                                            ,2018-08-21
70330,King Of The Wind                                                                                                                                      ,1998-04-15
135282,Delivery                                                                                                                                              ,2021-10-17
129514,Anniversary Anyway                                                                                                                                    ,2019-05-21
112600,Discipline Z: Vampire                                                                                                                                 ,2020-10-30
202024,"Don't Lie, Rahee                                                                                                                                      ",2022-01-19
135706,A First Love Story                                                                                                                                    ,2021-08-27
127524,Jump! Jump! Jump!                                                                                                                                     ,2020-02-12
123392,Nara's Marvelous Days                                                                                                                                 ,2021-01-21
77621,Seventeen                                                                                                                                             ,2017-04-27
